"AEX","AORD","BFX","BSESN","BVLG","BVSP","DJI","FCHI","FTMIB","FTSE","GDAXI","GSPTSE","HSI","IBEX","IXIC","KS11","KSE","MXX","N225","NSEI","OMXC20","OMXHPI","OMXSPI","OSEAX","RUT","SMSI","SPX","SSEC","SSMI","STI","STOXX50E"
0.0740740740740741,0.444444444444444,0.0925925925925926,0.0555555555555556,0.037037037037037,0.333333333333333,0.111111111111111,0.0185185185185185,0.185185185185185,0.592592592592593,0.0925925925925926,0.648148148148148,0.685185185185185,0.111111111111111,0.555555555555556,0.703703703703704,0.425925925925926,0.148148148148148,0.37037037037037,0.518518518518518,0.851851851851852,0.185185185185185,0.114285714285714,0.171428571428571,0.347826086956522,0.565217391304348,0.0434782608695652,0.347826086956522,0.543478260869565,0.673913043478261,0.239130434782609
0.0740740740740741,0.444444444444444,0.0740740740740741,0.0555555555555556,0.0740740740740741,0.37037037037037,0.111111111111111,0.0185185185185185,0.277777777777778,0.5,0.0925925925925926,0.592592592592593,0.666666666666667,0.111111111111111,0.222222222222222,0.703703703703704,0.388888888888889,0.166666666666667,0.37037037037037,0.259259259259259,0.833333333333333,0.296296296296296,0.114285714285714,0.171428571428571,0.326086956521739,0.782608695652174,0.0434782608695652,0.304347826086957,0.5,0.652173913043478,0.239130434782609
0.0925925925925926,0.462962962962963,0.0740740740740741,0.0555555555555556,0.0740740740740741,0.333333333333333,0.111111111111111,0.0185185185185185,0.444444444444444,0.518518518518518,0.0925925925925926,0.425925925925926,0.814814814814815,0.0555555555555556,0.111111111111111,0.481481481481481,0.425925925925926,0.148148148148148,0.314814814814815,0.148148148148148,0.833333333333333,0.185185185185185,0.114285714285714,0.114285714285714,0.391304347826087,0.5,0.0434782608695652,0.304347826086957,0.434782608695652,0.652173913043478,0.239130434782609
0.0925925925925926,0.740740740740741,0.0925925925925926,0.0555555555555556,0.037037037037037,0.111111111111111,0.111111111111111,0.0185185185185185,0.5,0.648148148148148,0.185185185185185,0.481481481481481,0.703703703703704,0.0555555555555556,0.185185185185185,0.685185185185185,0.425925925925926,0.148148148148148,0.425925925925926,0.148148148148148,0.814814814814815,0.462962962962963,0.0857142857142857,0.114285714285714,0.543478260869565,0.478260869565217,0.0434782608695652,0.347826086956522,0.608695652173913,0.652173913043478,0.260869565217391
0.0740740740740741,0.666666666666667,0.111111111111111,0.0925925925925926,0.111111111111111,0.240740740740741,0.111111111111111,0.0185185185185185,0.481481481481481,0.518518518518518,0.0925925925925926,0.425925925925926,0.611111111111111,0.111111111111111,0.222222222222222,0.703703703703704,0.407407407407407,0.148148148148148,0.333333333333333,0.296296296296296,0.777777777777778,0.222222222222222,0.0857142857142857,0.114285714285714,0.5,0.41304347826087,0.0434782608695652,0.347826086956522,0.608695652173913,0.41304347826087,0.173913043478261
0.0740740740740741,0.759259259259259,0.111111111111111,0.0740740740740741,0.111111111111111,0.240740740740741,0.111111111111111,0.0185185185185185,0.574074074074074,0.555555555555556,0.0925925925925926,0.407407407407407,0.796296296296296,0.111111111111111,0.37037037037037,0.703703703703704,0.462962962962963,0.148148148148148,0.333333333333333,0.222222222222222,0.796296296296296,0.222222222222222,0.0857142857142857,0.114285714285714,0.565217391304348,0.456521739130435,0.0434782608695652,0.347826086956522,0.565217391304348,0.391304347826087,0.152173913043478
0.0740740740740741,0.759259259259259,0.111111111111111,0.111111111111111,0.12962962962963,0.240740740740741,0.111111111111111,0.0185185185185185,0.537037037037037,0.425925925925926,0.111111111111111,0.444444444444444,0.907407407407407,0.111111111111111,0.277777777777778,0.666666666666667,0.407407407407407,0.148148148148148,0.296296296296296,0.185185185185185,0.777777777777778,0.518518518518518,0.0857142857142857,0.114285714285714,0.521739130434783,0.5,0.0434782608695652,0.304347826086957,0.5,0.217391304347826,0.282608695652174
0.0925925925925926,0.277777777777778,0.0925925925925926,0.111111111111111,0.111111111111111,0.203703703703704,0.111111111111111,0.0185185185185185,0.574074074074074,0.62962962962963,0.166666666666667,0.407407407407407,0.703703703703704,0.111111111111111,0.277777777777778,0.62962962962963,0.407407407407407,0.166666666666667,0.296296296296296,0.259259259259259,0.833333333333333,0.462962962962963,0.0857142857142857,0.114285714285714,0.521739130434783,0.543478260869565,0.0434782608695652,0.304347826086957,0.543478260869565,0.347826086956522,0.326086956521739
0.296296296296296,0.703703703703704,0.166666666666667,0.111111111111111,0.111111111111111,0.259259259259259,0.111111111111111,0.0185185185185185,0.611111111111111,0.611111111111111,0.111111111111111,0.407407407407407,0.851851851851852,0.111111111111111,0.259259259259259,0.62962962962963,0.444444444444444,0.148148148148148,0.407407407407407,0.185185185185185,0.722222222222222,0.537037037037037,0.0857142857142857,0.0571428571428571,0.478260869565217,0.543478260869565,0.0434782608695652,0.304347826086957,0.391304347826087,0.347826086956522,0.347826086956522
0.296296296296296,0.703703703703704,0.0740740740740741,0.111111111111111,0.111111111111111,0.203703703703704,0.111111111111111,0.0185185185185185,0.62962962962963,0.648148148148148,0.222222222222222,0.388888888888889,0.796296296296296,0.111111111111111,0.259259259259259,0.555555555555556,0.444444444444444,0.0925925925925926,0.388888888888889,0.185185185185185,0.777777777777778,0.462962962962963,0.0857142857142857,0.0571428571428571,0.478260869565217,0.543478260869565,0.0434782608695652,0.304347826086957,0.195652173913043,0.260869565217391,0.217391304347826
