"rv.AEX","rv.AORD","rv.BVSP","rv.DJI","rv.GDAXI","rv.GSPTSE","rv.IXIC","rv.RUT","rv.SPX","rv.SSMI","rv.STOXX50E"
0.000181472,0.000190026,0.000287731,0.000279579,0.00023846,8.16e-05,0.000208755,0.000128899,0.000354157,0.000225798,0.000215067
0.000237026,0.000241681,0.000378601,0.000397779,0.000199911,9.61e-05,0.000345414,0.000221503,0.000269999,0.00012161,0.000195049
0.000424417,0.000163929,0.000552284,0.000505481,0.000396291,0.000150668,0.00053387,0.000312367,0.000296454,0.000774992,0.000608411
0.001563207,0.001054746,0.000439607,0.002900278,0.00115946,0.001726627,0.001085483,0.000600084,0.000771765,0.005547763,0.003256227
0.001118947,0.001649138,0.000882974,0.001232054,0.000786205,0.0005642,0.000752546,0.000721382,0.00101021,0.000768331,0.000957891
0.000822239,0.000350959,0.001983992,0.00059064,0.000577764,0.000298896,0.000481197,0.000387783,0.00066065,0.000437251,0.000747813
0.001695806,0.00159309,0.002518947,0.004026766,0.001973504,0.003685904,0.002736898,0.002186289,0.001812239,0.003186225,0.003681558
0.004200309,0.004433082,0.004046533,0.0027268,0.001848845,0.001251954,0.002430082,0.001909554,0.002557363,0.002882719,0.00316239
0.00288168,0.003381617,0.003505226,0.004065358,0.002780267,0.001251954,0.005962928,0.002681029,0.001957755,0.003398411,0.00467208
0.003970011,0.000998151,0.002133214,0.00243261,0.003117566,0.001295285,0.002119247,0.002391792,0.002082872,0.003925702,0.003944805
0.001445894,0.001152554,0.002499432,0.00235215,0.00129254,0.001327756,0.002354589,0.002550148,0.001929443,0.002212763,0.002037823
0.001645747,0.00116167,0.00370323,0.002293257,0.001643271,0.001359658,0.002023482,0.002463314,0.00136497,0.001065129,0.001274755
0.001361726,0.001460233,0.002691555,0.001535143,0.000916863,0.000891854,0.001475483,0.002110519,0.001587276,0.002606439,0.002729468
0.003179149,0.004776247,0.002041264,0.002845032,0.001705638,0.000891854,0.002397427,0.003082851,0.000847552,0.002806415,0.00289366
0.000445664,0.000681442,0.000820037,0.000805713,0.000522275,0.000782857,0.000734219,0.00098524,0.000695826,0.001599381,0.001913796
0.001617996,0.002156786,0.00114678,0.0015832,0.001432488,0.001106309,0.001106172,0.001392391,0.00156429,0.001108503,0.001228734
0.001076725,0.00068469,0.001193967,0.001151228,0.0007753,0.000855795,0.0007325,0.001125576,0.001015697,0.000484199,0.000832691
0.000374153,0.000803927,0.000940646,0.000711097,0.000534097,0.000681979,0.000462526,0.000515102,0.000503017,0.000506962,0.000468662
0.000506469,0.000616071,0.000940646,0.000466719,0.000565136,0.000414443,0.0002312,0.000392092,0.000403013,0.000381986,0.000618718
0.000454628,0.001209236,0.000491923,0.000399126,0.000432026,0.000518499,0.000314588,0.000329498,0.000261998,0.000414468,0.000512423
0.000395167,0.000817623,0.000509154,0.000378696,0.000426045,0.00035522,0.000248809,0.000314587,0.000330838,0.000702639,0.000905271
0.000556915,0.000983006,0.000829327,0.000871705,0.00051536,0.000509014,0.000605928,0.00073246,0.000347563,0.000290013,0.000495484
0.000225375,0.00040869,0.000835148,0.000412228,0.000209052,0.00029468,0.000291749,0.000334614,0.000353398,0.000170357,0.000235463
0.000144,0.000400254,0.000349202,0.000324315,0.000188638,0.000207284,0.000182069,0.000239523,0.00054741,0.000563916,0.000525397
0.000548723,0.000799133,0.000685445,0.000674919,0.000414327,0.000469119,0.000439321,0.000593716,0.000484556,0.000551682,0.000887353
0.00021801,0.000451187,0.000286999,0.00028996,0.000214741,0.00015602,0.000173697,0.000251328,0.000465783,0.000199335,0.000249543
0.00043441,0.000471086,0.000528527,0.000425982,0.000320383,0.000376308,0.000308591,0.000520517,0.000146358,0.00021314,0.000489285
0.00043441,0.000471086,0.000528527,0.000425982,0.000320383,0.000376308,0.000308591,0.000520517,0.000146358,0.00021314,0.000489285
0.00043441,0.000471086,0.00054581,0.000334242,0.000320383,0.000376308,0.000214509,0.000288814,0.000178934,0.00021314,0.000489285
0.000216984,0.000148637,0.000138161,0.000231085,0.000126613,0.000190602,0.000114526,0.000139291,9.85355e-05,0.000145976,0.000171691
0.000200983,0.000195855,0.000188229,0.000263038,0.000245827,0.000175779,0.000156841,0.000212623,7.58533e-05,9.74e-05,0.000232801
0.000181826,0.000250763,0.000234654,0.000192929,0.000227239,0.000170713,0.000228097,0.000320756,8.27502e-05,0.000149087,0.000223888
0.000153274,0.000222603,0.000210518,0.000250384,0.000181976,0.0001438,0.000136968,0.000122452,0.000103401,0.000445581,0.000405336
0.000153274,0.000158504,0.000281456,0.000368695,0.000181976,0.000221517,0.000113928,0.000206871,0.000105061,0.000111611,0.000152358
0.000178858,0.000164462,0.000281456,0.000372894,0.000219249,0.000206082,0.000325521,0.000268224,0.000162146,0.000110961,0.00025051
